Ewa Moving Co. | Oahu,1415 Kinau St Unit A1,Honolulu,Oahu,96814,1 808-300-0223,,4.9,96,"[""7AM-7PM""]","[""7AM-7PM""]","[""7AM-7PM""]","[""7AM-7PM""]","[""7AM-7PM""]","[""7AM-7PM""]","[""7AM-7PM""]",21.3007634,-157.8386985
Royal Hawaiian Movers,3017 Ualena St,Honolulu,Oahu,96819,1 808-427-2695,,4.4,362,"[""7:30AM-5PM""]","[""7:30AM-5PM""]","[""7:30AM-5PM""]","[""7:30AM-5PM""]","[""7:30AM-5PM""]","[""Closed""]","[""Closed""]",21.3331947,-157.9086291
Davis Equipment Hauling LLC,,,Hawaii,,1 808-304-1661,,5,9,"[""7AM-3:30PM""]","[""7AM-3:30PM""]","[""7AM-3:30PM""]","[""7AM-3:30PM""]","[""7AM-3:30PM""]","[""Closed""]","[""Closed""]",21.4808544,-157.9644989
Aloha Trucking Inc.,91-1041 Midway Rd,Kapolei,Oahu,96707,1 808-216-3286,,4.6,18,"[""6AM-5PM""]","[""6AM-5PM""]","[""6AM-5PM""]","[""6AM-5PM""]","[""6AM-5PM""]","[""7AM-3PM""]","[""Closed""]",21.3148562,-158.0814034
American Hauling Inc,,Kapolei,Oahu,96707,1 808-682-0697,,5,1,,,,,,,,21.3353909,-158.0568965
JSX Hauling LLC,,,Hawaii,,1 808-583-4182,,5,14,"[""7AM-4PM""]","[""7AM-4PM""]","[""7AM-4PM""]","[""7AM-4PM""]","[""7AM-4PM""]","[""Closed""]","[""Closed""]",20.3116697,-156.5441768
Samson Trucking Inc.,1730 KITTY HAWK NAS BARBERS POINT,Kapolei,Oahu,96707,1 808-867-6155,,4.6,31,"[""8AM-4PM""]","[""8AM-4PM""]","[""8AM-4PM""]","[""8AM-4PM""]","[""8AM-4PM""]","[""Closed""]","[""Closed""]",21.3025936,-158.07945
"Akana Trucking, Inc.",91-236 Oihana St,Kapolei,Oahu,96707,1 808-845-9825,,3.5,8,"[""7AM-5PM""]","[""7AM-5PM""]","[""7AM-5PM""]","[""7AM-5PM""]","[""7AM-5PM""]","[""Closed""]","[""Closed""]",21.3096079,-158.0970857
Coleman Hawaii Movers,1044 Opule St,Kapolei,Oahu,96707,1 877-503-5733,,4.5,208,"[""8AM-5PM""]","[""8AM-5PM""]","[""8AM-5PM""]","[""8AM-5PM""]","[""8AM-5PM""]","[""8AM-12PM""]","[""Closed""]",21.323379,-158.092958
Elite Trucking & Services LLC,91-220 Hanua St,Kapolei,Oahu,96707,1 808-620-4999,,3,2,"[""6AM-5PM""]","[""6AM-5PM""]","[""6AM-5PM""]","[""6AM-5PM""]","[""6AM-5PM""]","[""Closed""]","[""Closed""]",21.3076517,-158.1036941
Kalaka Nui Inc.,91-558 Awakumoku St,Kapolei,Oahu,96707,1 808-682-2847,,4.2,11,"[""7AM-4PM""]","[""7AM-4PM""]","[""7AM-4PM""]","[""7AM-4PM""]","[""7AM-4PM""]","[""7AM-4PM""]","[""Closed""]",21.3192657,-158.117798
JNR Global Logistics LLC,91-240 Kuhela St #11,Kapolei,Oahu,96707,1 808-353-8441,,4.9,85,"[""8AM-6PM""]","[""8AM-6PM""]","[""8AM-6PM""]","[""8AM-6PM""]","[""8AM-6PM""]","[""12-5PM""]","[""Closed""]",21.3028148,-158.0996545
Oahu Moving & Storage,,,Hawaii,,1 808-808-1540,,5,47,"[""7AM-5:30PM""]","[""7AM-5:30PM""]","[""7AM-5:30PM""]","[""7AM-5:30PM""]","[""7AM-5:30PM""]","[""7AM-5:30PM""]","[""7AM-2PM""]",11.6527695,152.945881
EC Trucking LLC,91-1224 Midway St,Kapolei,Oahu,96707,1 808-668-7888,,2.6,25,"[""6AM-6PM""]","[""6AM-6PM""]","[""6AM-6PM""]","[""6AM-6PM""]","[""6AM-6PM""]","[""Closed""]","[""Closed""]",21.3138716,-158.0734956
Cheap Mover's Kapolei,674 Kamokila Blvd,Kapolei,Oahu,96707,1 808-435-6794,,5,7,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",21.328689,-158.0867244
TheMovers,,,Hawaii,,1 808-628-0905,,5,12,"[""9AM-9PM""]","[""9AM-9PM""]","[""9AM-9PM""]","[""9AM-9PM""]","[""9AM-9PM""]","[""9AM-9PM""]","[""9AM-9PM""]",21.4837543,-157.9652284
Sharky's Dumpsters - Junk Removal and Hauling,,,Hawaii,,1 808-865-1827,,5,41,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",19.6512289,-155.5155475
Pack Mule Delivery,905 Kalanianaʻole Hwy,Kailua,Oahu,96734,1 808-351-3778,,5,3,"[""8AM-5PM""]","[""8AM-5PM""]","[""8AM-5PM""]","[""8AM-5PM""]","[""8AM-5PM""]","[""8AM-5PM""]","[""Closed""]",21.3987426,-157.770051
Kona Junk Removal and Hauling,,,Hawaii,,1 808-494-9167,,5,74,"[""7AM-9PM""]","[""7AM-9PM""]","[""7AM-9PM""]","[""7AM-9PM""]","[""7AM-9PM""]","[""7AM-9PM""]","[""7AM-9PM""]",19.6386836,-155.483291
1-800-GOT-JUNK? Chicago Downtown,,,Hawaii,,1 872-257-1846,,4.9,7504,"[""7AM-12AM""]","[""7AM-12AM""]","[""7AM-12AM""]","[""7AM-12AM""]","[""7AM-12AM""]","[""7AM-12AM""]","[""7AM-12AM""]",41.8337105,-87.7879205
Island Hauling,46-145 Malina Pl,Kaneohe,Oahu,96744,1 808-235-0215,,,,"[""7:30AM-3:30PM""]","[""7:30AM-3:30PM""]","[""7:30AM-3:30PM""]","[""7:30AM-3:30PM""]","[""7:30AM-3:30PM""]","[""Closed""]","[""Closed""]",21.4177693,-157.8040185
Wurlitzer Moving Corporation,111-A Hekili St,Kailua,Oahu,96734,1 808-271-4515,,4.2,6,"[""8AM-8PM""]","[""8AM-8PM""]","[""8AM-8PM""]","[""8AM-8PM""]","[""8AM-8PM""]","[""8AM-6PM""]","[""8AM-6PM""]",21.392064,-157.743517
Hawaii Natural Clean,1003 Bishop St #2700,Honolulu,Oahu,96813,1 808-468-5356,,4.8,103,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",21.3105847,-157.8590595
Eco Clean Hawaii,620 Dillingham Blvd,Honolulu,Oahu,96817,1 808-783-9225,,4.9,167,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",21.3187421,-157.8670601
Oahu Professionals,,,Hawaii,,1 808-777-8829,,4.7,111,"[""9AM-5PM""]","[""9AM-5PM""]","[""9AM-5PM""]","[""9AM-5PM""]","[""9AM-5PM""]","[""9AM-1PM""]","[""Closed""]",21.4808035,-157.964426
Honolulu Commercial Cleaning,2026 Democrat St 2nd floor,Honolulu,Oahu,96819,1 808-468-8048,,5,41,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",21.3256232,-157.8863308
Maid In Oahu,1314 S King St #723,Honolulu,Oahu,96814,1 808-664-0036,,4.9,372,"[""9AM-6PM""]","[""9AM-6PM""]","[""9AM-6PM""]","[""9AM-6PM""]","[""9AM-6PM""]","[""9AM-6PM""]","[""9AM-6PM""]",21.2993061,-157.8412604
"KleenPro,LLC",,,Hawaii,,1 808-679-6873,,4.7,71,"[""8AM-7PM""]","[""8AM-7PM""]","[""8AM-7PM""]","[""8AM-7PM""]","[""8AM-7PM""]","[""8AM-7PM""]","[""8AM-7PM""]",24.8582504,-168.0145282
Host & Home Cleaners Honolulu,200 N Vineyard Blvd Ste A325 - 351,Honolulu,Oahu,96817,1 808-204-4775,,4.8,209,"[""8AM-8PM""]","[""8AM-8PM""]","[""8AM-8PM""]","[""8AM-8PM""]","[""8AM-8PM""]","[""8AM-8PM""]","[""8AM-8PM""]",21.3173278,-157.8594702
Clean Hale Hawaii,,,Hawaii,,1 808-207-7089,,4.9,72,"[""Closed""]","[""9AM-5PM""]","[""9AM-5PM""]","[""Closed""]","[""9AM-5PM""]","[""9AM-5PM""]","[""9AM-5PM""]",21.3255125,-157.8010565
Precision Cleaning Hawaii Inc.,"2126 A, Eluwene St",Honolulu,Oahu,96819,1 808-377-7776,,4.9,38,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",21.3308837,-157.8827105
Cleaning Service Honolulu,1066 Green St,Honolulu,Oahu,96822,1 925-895-2027,,5,21,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",21.305851,-157.844769
"Top Level Cleaners & Handyman - Cleaning Offices, Carpets, Yachts",591 Pepeʻekeo Pl,Honolulu,Oahu,96825,1 808-707-8887,,5,21,"[""9AM-7PM""]","[""9AM-7PM""]","[""9AM-7PM""]","[""9AM-7PM""]","[""9AM-7PM""]","[""9AM-7PM""]","[""Closed""]",21.29683,-157.7112386
Zoom Cleanings,1050 Queen St,Honolulu,Oahu,96814,1 808-466-7072,,4.5,43,"[""9AM-5PM""]","[""9AM-5PM""]","[""9AM-5PM""]","[""9AM-5PM""]","[""9AM-5PM""]","[""Closed""]","[""Closed""]",21.2948567,-157.8518019
Maid Brigade of Honolulu,,,Hawaii,,1 808-524-7788,,4.6,155,"[""8AM-4PM""]","[""8AM-4PM""]","[""8AM-4PM""]","[""8AM-4PM""]","[""8AM-4PM""]","[""Closed""]","[""Closed""]",21.3255125,-157.8010565
The Maids in Honolulu,931 University Ave Ste 301,Honolulu,Oahu,96826,1 808-942-8080,,4.5,41,"[""8AM-4PM""]","[""8AM-4PM""]","[""8AM-4PM""]","[""8AM-4PM""]","[""8AM-4PM""]","[""Closed""]","[""Closed""]",21.2910914,-157.8219831
Honolulu Collection Yard,626 Middle St,Honolulu,Oahu,96819,,,4.8,4,,,,,,,,21.3348492,-157.8904446
HIWASTE MFG.,160-g Ahui St,Honolulu,Oahu,96813,1 808-909-9024,,4.9,12,"[""7AM-4PM""]","[""7AM-4PM""]","[""7AM-4PM""]","[""7AM-4PM""]","[""7AM-4PM""]","[""Closed""]","[""Closed""]",21.293448,-157.8605849
13 Hauls,,,Hawaii,,1 808-774-7581,,5,2,"[""9AM-5PM""]","[""9AM-5PM""]","[""9AM-5PM""]","[""9AM-5PM""]","[""9AM-5PM""]","[""9AM-5PM""]","[""9AM-5PM""]",21.3447825,-158.0747886
You Move Me Honolulu,821 Cedar St Ste B,Honolulu,Oahu,96814,1 808-379-3850,,4.9,1135,"[""7AM-9PM""]","[""7AM-9PM""]","[""7AM-9PM""]","[""7AM-9PM""]","[""7AM-9PM""]","[""7AM-9PM""]","[""8:30AM-4:30PM""]",21.2974009,-157.8424565
Endless Summer Movers,,,Hawaii,,1 808-321-4954,,5,71,"[""9AM-5PM""]","[""9AM-5PM""]","[""9AM-5PM""]","[""9AM-5PM""]","[""9AM-5PM""]","[""9AM-5PM""]","[""9AM-5PM""]",21.4525085,-157.8848375
Honolulu Appliance Repair Pro,500 Ala Moana Blvd Suite7400,Honolulu,Oahu,96813,1 808-518-2966,,4,222,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",21.3021967,-157.862143
